amount,i_amount,result
45000,15000,false
100000,10000,false
120000,10000,false
120000,160000,false
300000,25000,false
,,false
,,false
60000,5000,false
,,false
200000,25000,false
12000,1000,false
,,false
300000,25000,false
,,false
540000,30000,false
,,false
,,false
,,false
150000,25000,false
,,false
10000,5000,false
330000,30000,false
600000,100000,false
,,false
,,false
200000,20000,false
30000,5000,false
250000,50000,false
,,false
,,false
300000,25000,false
60000,5000,false
300000,50000,false
,,false
1800000,100000,false
10000,5000,false
,,false
,,false
,,false
48000,3000,false
180000,30000,false
540000,30000,false
300000,25000,false
,,false
90000,15000,false
,,false
,,false
,,false
,,false
364000,52000,false
,,false
60000,10000,false
,,false
6000000,50000,false
300000,25000,false
500000,100000,false
,,false
,,false
,,false
,,false
200000,25000,false
,,false
,,false
,,false
,,false
,,false
,,false
,,false
,,false
9000,500,false
,,false
,,false
,,false
960000,20000,false
2880000,80000,false
20000000,10000,false
120000,20000,false
180000,10000,false
300000,25000,false
240000,10000,false
1000000,1000,false
450000,25000,false
,,false
,,false
300000,25000,false
60000,60000,false
450000,25000,false
36000,3000,false
120000,5000,false
,,false
35000,5000,false
,,false
120000,5000,false
,,false
,,false
,,false
12000,2000,false
,,false
600000,50000,false
,,false
,,false
,,false
500000,50000,false
300000,50000,false
,,false
4800000,100000,false
180000,120000,false
,,false
36000,8000,false
90000,9000,false
360000,30000,false
450000,1000,false
900000,50000,false
300000,25000,false
,,false
,,false
300000,25000,false
1000000,50000,false
,,false
180000,10000,false
400000,50000,false
,,false
450000,25000,false
,,false
,,false
36000,8000,false
,,false
150000,25000,false
,,false
,,false
,,false
300000,25000,false
24000,2000,false
900000,25000,false
,,false
,,false
180000,15000,false
,,false
18000,3000,false
,,false
30000,5000,false
140000,35000,false
,,false
100000,10000,false
600000,50000,false
,,false
200000,25000,false
,,false
120000,20000,false
120000,10000,false
,,false
,,false
150000,25000,false
,,false
,,false
,,false
105000,15000,false
450000,25000,false
180000,15000,false
150000,100000,false
,,false
225000,25000,false
200000,10000,false
400000,50000,false
60000,10000,false
900000,50000,false
,,false
,,false
90000,5000,false
,,false
60000,20000,true
,,false
400000,50000,false
20000,10000,false
,,false
,,false
,,false
120000,10000,false
80000,10000,false
900000,25000,false
,,false
,,false
,,false
,,false
120000,10000,true
,,false
225000,25000,false
300000,25000,false
,,false
499998,83333,false
1440000,30000,false
900000,50000,false
60000,5000,false
6000,1000,false
150000,25000,false
300000,30000,true
,,false
120000,10000,false
180000,10000,false
90000,5000,false
240000,10000,false
50000,5000,false
,,false
180000,10000,false
900000,200000,false
144000,12000,false
,,false
5000000,200000,false
,,false
,,false
3600000,300000,false
105000,35000,false
,,false
720000,60000,false
36000,12000,false
360000,30000,false
480000,20000,false
,,false
45000,5000,false
,,false
960000,80000,false
360000,40000,false
200000,25000,false
16200,2700,false
,,false
25000,100,false
300000,25000,false
60000,5000,false
,,false
,,false
,,false
375000,75000,false
,,false
60000,5000,false
2160000,30000,false
130000,130000,false
960000,320000,false
30000,5000,false
,,false
12000,100,false
,,false
,,false
,,false
105000,35000,false
60000,200,false
160000,40000,false
300000,25000,false
120000,10000,false
355200,29600,false
80000,10000,true
,,false
,,false
3840000,640000,false
60000,5000,false
450000,75000,false
60000,5000,false
,,false
300000,25000,false
,,false
180000,10000,false
125000,25000,false
800000,100000,false
,,false
8640000,240000,false
,,false
,,false
,,false
60000,10000,false
,,false
10000000,625000,false
180000,15000,false
1300000,130000,false
,,false
900000,100,false
240000,30000,false
150000,15000,false
1200000,100000,false
2880000,64000,false
,,false
,,false
120000,10000,false
,,false
19000,3800,false
120000,5000,false
,,false
,,false
,,false
100000,25000,false
,,false
,,false
,,false
,,false
,,false
,,false
,,false
180000,30000,false
,,false
90000,10000,false
2002000,286000,false
,,false
,,false
,,false
500000,25000,false
90000,5000,false
225000,45000,false
400000,50000,false
30000,5000,false
,,false
,,false
30000,100,false
270000,15000,false
64000,16000,false
3000000,1000,false
160000,20000,false
2000000,50000,false
50000,10000,false
,,false
,,false
,,false
,,false
,,false
,,false
360000,30000,false
54000,3000,false
,,false
,,false
300000,100000,false
200000,25000,true
,,false
360000,30000,false
,,false
,,false
,,false
45000,15000,false
75000,5000,true
,,false
12000,2000,false
,,false
,,false
,,false
,,false
96000,8000,false
800000,100000,false
,,false
1500000,50000,false
75000,5000,false
60000,5000,false
75000,25000,false
120000,10000,false
180000,10000,false
150000,10000,false
,,false
,,false
170000,7083,false
,,false
,,false
200000,20000,false
,,false
200000,25000,false
300000,25000,false
,,false
,,false
600000,50000,false
300000,25000,false
360000,30000,false
,,false
100000,25000,false
1200000,50000,false
,,false
,,false
500000,50000,false
720000,60000,false
,,false
,,false
240000,80000,false
,,false
,,false
200000,25000,false
,,false
,,false
360000,20000,false
,,false
720000,20000,false
200000,25000,false
,,false
,,false
,,false
150000,25000,false
,,false
900000,50000,false
,,false
20000,2500,false
180000,15000,false
400000,50000,false
,,false
,,false
,,false
,,false
,,false
150000,25000,false
450000,25000,false
,,false
1620000,180000,false
300000,25000,false
180000,20000,false
,,false
,,false
600000,50000,false
,,false
270000,15000,false
180000,15000,false
216000,12000,false
,,false
900000,50000,false
600000,50000,false
,,false
100000,10000,false
300000,200000,false
80000,10000,false
,,false
175000,25000,false
120000,2500,false
36000,3000,false
720000,30000,false
75000,25000,false
360000,10000,false
60000,5000,false
90000,15000,false
240000,20000,false
300000,12500,false
,,false
720000,60000,false
580000,10000,false
1920000,160000,false
300000,50000,false
450000,25000,false
45000,2500,false
,,false
,,false
15000,3000,false
,,false
36000,2000,false
500000,50000,false
,,false
,,false
,,false
,,false
,,false
,,false
600000,50000,false
,,false
,,false
,,false
180000,15000,false
,,false
,,false
250000,50000,false
900000,50000,false
,,false
600000,50000,false
2000000,200000,false
400000,50000,false
180000,10000,false
90000,15000,false
,,false
440000,40000,false
450000,25000,false
,,false
300000,25000,false
,,false
37200,3100,false
100000,10000,false
60000,5000,false
,,false
,,false
,,false
,,false
,,false
,,false
,,false
500000,500000,false
65000,13000,false
240000,20000,false
45000,7500,false
90000,15000,false
,,false
300000,300000,false
414000,23000,false
,,false
,,false
180000,10000,false
600000,50000,false
180000,60000,false
,,false
,,false
1000000,25000,false
,,false
,,false
600000,50000,false
180000,100,false
120000,10000,false
300000,25000,false
,,false
,,false
,,false
,,false
,,false
,,false
900000,50000,false
60000,5000,false
180000,10000,false
360000,10000,false
96000,8000,false
,,false
100000,100000,false
54000,3000,false
25000,2500,false
,,false
180000,15000,false
450000,25000,false
450000,25000,false
,,false
385000,55000,false
,,false
100000,10000,false
,,false
,,false
,,false
,,false
,,false
60000,10000,false
,,false
960000,80000,false
,,false
,,false
,,false
,,false
,,false
180000,15000,false
150000,25000,false
,,false
12000,1000,false
,,false
45000,15000,false
,,false
700000,100000,false
450000,25000,false
,,false
,,false
,,false
,,false
,,false
180000,10000,false
,,false
,,false
400000,50000,true
,,false
1500000,50000,false
,,false
,,false
799992,33333,false
,,false
450000,25000,false
,,false
24000,2000,false
,,false
,,false
,,false
39000,3000,false
,,false
,,false
5760000,160000,false
240000,30000,false
,,false
,,false
,,false
81000,13500,false
500000,50000,false
,,false
120000,10000,false
100000,12500,false
24000,2000,false
1080000,60000,false
240000,30000,false
900000,100000,false
600000,200000,false
720000,30000,false
,,false
24000,1000,false
,,false
,,false
,,false
,,false
180000,10000,false
,,false
180000,10000,false
,,false
,,false
30000,300,false
45000,60000,false
,,false
2160000,90000,false
1980000,55000,false
,,false
,,false
240000,20000,false
500000,50000,false
,,false
,,false
,,false
,,false
,,false
3600000,100000,false
450000,25000,false
,,false
,,false
,,false
600000,100000,false
120000,10000,false
120000,10000,false
,,false
,,false
360000,30000,false
500000,50000,false
,,false
960000,80000,false
,,false
300000,25000,false
300000,25000,false
720000,20000,false
,,false
,,false
,,false
120000,80000,false
1200000,100000,false
900000,50000,false
60000,2000,false
225000,25000,false
,,false
850000,70000,false
80000,2500,false
360000,120000,false
,,false
540000,30000,false
,,false
160000,20000,false
,,false
,,false
450000,25000,false
,,false
150000,25000,false
,,false
,,false
100000,25000,false
5000000,200000,false
,,false
,,false
3600000,100000,false
24000,3000,false
,,false
240000,30000,true
,,false
,,false
,,false
360000,10000,false
300000,25000,false
30000,2500,false
150000,25000,false
,,false
120000,10000,false
,,false
250000,25000,false
180000,10000,false
400000,50000,false
,,false
720000,30000,false
900000,25000,false
,,false
540000,30000,false
300000,100000,false
200000,50000,false
,,false
,,false
1800000,100000,false
90000,30000,false
80000,20000,false
,,false
,,false
,,false
240000,10000,true
,,false
,,false
1200000,100000,false
,,false
,,false
,,false
30000,2500,false
900000,25000,false
,,false
,,false
800000,100000,false
200000,20000,false
,,false
900000,50000,false
,,false
40000,10000,false
,,false
360000,30000,false
,,false
,,false
,,false
100000,5000,false
600000,50000,false
360000,30000,false
1200000,200000,false
,,false
900000,50000,false
,,false
,,false
1000000,55555,false
,,false
450000,12500,false
,,false
100000,50000,false
360000,30000,false
,,false
120000,10000,false
400000,41666,false
,,false
,,false
,,false
200000,20000,false
426000,35500,false
,,false
,20000,false
240000,5000,false
,,false
,,false
,,false
300000,50000,false
50000,5000,false
,,false
150000,25000,false
100000,50000,false
,,false
,,false
150000,100000,false
,,false
240000,30000,false
,,false
,,false
2286000,228600,false
,,false
12000,500,false
,,false
,,false
,,false
,,false
180000,30000,false
,,false
150000,25000,false
450000,25000,false
1500000,300000,false
,,false
,,false
,,false
360000,30000,false
80000,10000,false
540000,30000,false
1800000,100000,false
,,false
,,false
120000,10000,false
,,false
160000,20000,false
300000,25000,false
240000,20000,false
36000,3000,false
200000,15000,false
,,false
,,false
17000,17000,false
,,false
50000,50000,false
240000,10000,false
,,false
120000,10000,false
,,false
600000,50000,false
,,false
45000,2500,false
,,false
300000,25000,false
960000,80000,false
60000,10000,false
180000,15000,false
,,false
50000,50000,false
,,false
,,false
36000,3000,false
30000,2500,false
,,false
,,false
150000,25000,false
,,false
144000,8000,false
,,false
,,false
60000,5000,true
4333290,66666,false
700000,400000,false
,,false
,,false
800000,100000,false
869994,48333,false
1800000,50000,false
2880000,80000,false
,,false
,,false
150000,25000,false
,,false
120000,10000,false
,,false
,,false
,,false
,,false
,,false
6000,1000,false
600000,25000,false
300000,25000,false
100000,10000,false
,,false
18000,1000,false
,,false
150000,25000,false
60000,5000,false
30000,5000,false
,,false
,,false
540000,30000,false
600000,25000,false
600000,75000,false
208888,8000,false
,,false
400000,50000,false
,,false
,,false
,,false
80000000,40000000,false
48000,6000,false
,,false
300000,25000,false
28000,14000,false
,,false
180000,15000,false
,,false
,,false
180000,10000,false
75000,25000,false
,,false
,,false
180000,60000,false
1050000,150000,false
240000,20000,false
120000,20000,false
,,false
,,false
,,false
19200,1600,false
360000,30000,false
60000,5000,false
,,false
,,false
,,false
,,false
,,false
300000,25000,false
60000,5000,false
120000,15000,false
,,false
,,false
,,false
,,false
,,false
,,false
,,false
30000,2500,false
,,false
800000,20000,false
2400000,100000,false
,,false
,5000,false
300000,100000,false
35000,5000,false
,,false
,,false
180000,10000,false
,,false
180000,30000,false
,,false
,,false
,,false
450000,15000,false
,,false
,,false
5000,1000,false
,,false
150000,25000,false
,,false
84000,14000,false
,,false
,,false
180000,10000,false
,,false
150000,25000,false
900000,100000,false
,,false
,,false
450000,25000,false
800000,66666,false
1800000,100000,false
300000,30000,false
20000,80000,true
300000,50000,false
,,false
,,false
,,false
,,false
,,false
120000,10000,true
,,false
60000,10000,true
700000,40000,false
1080000,30000,false
,,false
120000,10000,false
,,false
30000,5000,false
720000,60000,false
,,false
,,false
300000,50000,false
1200000,50000,false
300000,25000,false
,,false
180000,15000,false
120000,15000,false
,,false
,,false
,,false
60000,10000,false
900000,50000,false
80000,10000,false
,,false
150000,25000,false
,,false
120000,10000,false
,,false
60000,5000,false
1800000,50000,false
90000,1250,false
,,false
,,false
720000,80000,false
,,false
,,false
40000,5000,false
,,false
,,false
36000,2000,false
,,false
450000,25000,false
,,false
,,false
,,false
,,false
,,false
,,false
900000,50000,false
,,false
,,false
,,false
720000,30000,false
160000,20000,false
60000,5000,false
,,false
,,false
120000,10000,false
,,false
,,false
300000,25000,false
,,false
,,false
300000,25000,false
1350000,75000,false
150000,25000,false
,,false
,,false
135000,15000,false
7200,1200,false
200000,25000,false
,,false
,,false
400000,50000,false
,,false
,,false
1440000,120000,false
8640000,240000,false
180000,5000,false
,,false
,,false
2380800,49600,false
,,false
,,false
120000,10000,false
900000,50000,false
,,false
120000,10000,false
,,false
150000,25000,false
,,false
,,false
,,false
150000,375,false
,,false
,,false
150000,100000,false
180000,30000,true
,,false
600000,25000,false
,,false
150000,37500,false
,,false
18000,500,false
100000,25000,false
180000,10000,false
,,false
36000,2000,false
180000,15000,false
,,false
150000,150000,false
,,false
150000,200000,true
,,false
240000,20000,false
140000,17500,false
,,false
360000,30000,false
,,false
1800000,50000,false
,,false
360000,30000,false
720000,240000,false
1800000,100000,false
,,false
150000,15000,false
40000,40000,false
600000,75000,false
960000,80000,false
450000,25000,false
250000,13888,false
180000,10000,false
,,false
,,false
6000,2000,false
2880000,80000,false
1800000,100000,false
,,false
450000,75000,false
,,false
400000,50000,false
300000,25000,false
300000,25000,false
,,false
60000,5000,false
,,false
,,false
2400000,200000,false
360000,30000,false
,,false
,,false
240000,20000,false
,,false
140000,5000,false
,,false
,,false
150000,25000,false
,,false
,,false
,,false
500000,62500,false
,,false
,,false
3240000,90000,false
360000,3000,false
,,false
480000,40000,false
80000,10000,false
120000,10000,true
120000,10000,false
240000,20000,false
,,false
60000,10000,false
,,false
,,false
490000,70000,false
,,false
,,false
,,false
120000,10000,false
,,false
,,false
24000,2000,false
120000,10000,false
,,false
,,false
20000,10000,false
180000,30000,false
,,false
130000,10000,false
,,false
6000,500,false
60000,10000,false
,,false
60000,5000,false
20000,1000,false
700000,2000,false
150000,25000,false
2880000,320000,false
,,false
,,false
155052,5000,false
50000,25000,false
200000,25000,false
300000,30000,true
,,false
,,false
,,false
,,false
450000,25000,false
180000,30000,false
300000,25000,false
3045000,105000,false
,,false
,,false
,,false
300000,100000,false
,,false
24000,1000,false
,,false
15000,1000,false
500000,500000,false
24000,1000,false
3500000,80000,false
,,false
,,false
,,false
,,false
120000,20000,false
200000,25000,false
90000,15000,false
240000,30000,false
,,false
,,false
120000,10000,false
,,false
180000,15000,false
2880000,80000,false
,,false
,,false
,,false
2100000,100000,false
,,false
,,false
,,false
,,false
,,false
240000,10000,false
,,false
360000,30000,false
,,false
12000,1000,false
,,false
180000,30000,false
30000,15000,false
,,false
180000,15000,false
960000,80000,false
,,false
,,false
2880000,80000,false
,,false
1440000,80000,false
,,false
300000,25000,false
120000,10000,false
120000,20000,false
960000,80000,false
,,false
,,false
,,false
,,false
,,false
,,false
,,false
,,false
,,false
,,false
,,false
,,false
,,false
180000,15000,false
120000,10000,false
600000,50000,false
150000,25000,false
60000,5000,false
,,false
24000,1000,false
,,false
30000,5000,false
,,false
,,false
12000,1000,false
,,false
140000,20000,false
,,false
,,false
,,false
150000,15000,false
,,false
1800000,75000,false
1000000,5000,false
45000,15000,false
170000,40000,false
,,false
60000,300,false
600000,50000,false
,,false
240000,20000,false
,,false
100000,1000,false
900000,50000,false
1080000,30000,false
,,false
24000,1000,false
,,false
60000,1000,false
,,false
18000,2000,false
,,false
,,false
450000,25000,false
60000,10000,false
150000,25000,false
450000,25000,false
,,false
,,false
,,false
,,false
,,false
360000,20000,false
,,false
200000,100000,false
,,false
120000,10000,false
650000,162500,false
,,false
,,false
45000,2500,false
,,false
50000,5000,false
,,false
840000,70000,false
,,false
240000,40000,false
150000,25000,false
,,false
,,false
,,false
654000,436000,false
300000,25000,false
,,false
,,false
60000,5000,false
40000,5000,false
180000,15000,false
,,false
,,false
,,false
150000,25000,false
,,false
,,false
430000,86000,false
120000,10000,false
,,false
,,false
240000,40000,false
1200000,100000,false
,,false
360000,30000,false
,,false
960000,80000,false
,,false
720000,60000,false
10000000,277777,false
,,false
1800000,100000,false
,,false
,,false
,,false
300000,50000,false
,,false
,,false
,,false
240000,10000,false
,,false
111000,100,false
,,false
300000,25000,false
300000,50000,false
,,false
300000,50000,false
360000,20000,false
60000,5000,false
,,false
,,false
200000,100000,false
,,false
180000,15000,false
120000,10000,false
180000,30000,false
150000,25000,false
,,false
150000,25000,false
1050000,70000,false
2400000,266664,false
300000,25000,false
,,false
,,false
120000,10000,false
450000,25000,false
300000,25000,false
144000,12000,false
,,false
,,false
350000,800,false
,,false
150000,25000,false
30000,10000,false
100000,20000,false
147000,21000,false
50000,5000,false
45000,2500,false
180000,10000,false
,,false
,,false
300000,25000,false
240000,6000,false
744000,93000,false
744000,93000,false
,,false
200000,25000,false
,,false
,,false
,,false
30000,15000,true
135000,15000,false
,,false
250000,13888,false
,,false
30000,2636,false
48000,32000,false
1000000,500000,false
120000,20000,false
689000,57416,false
450000,25000,false
,,false
90000,10000,false
660000,20000,false
,,false
100000,100000,false
150000,25000,false
,,false
3982800,363,false
,,false
,,false
4500000,25000,false
1600000,80000,false
240000,20000,false
300000,25000,false
600000,50000,false
480000,80000,false
240000,10000,false
,,false
120000,10000,false
,,false
400000,50000,false
10800,300,false
,,false
30000,5000,false
500000,25000,false
,,false
6000,500,true
,,false
60000,5000,false
,,false
,,false
,,false
,,false
,,false
720000,40000,false
,,false
,,false
,,false
1800000,50000,false
40000,5000,false
120000,10000,false
,,false
109900,4995,false
360000,30000,false
,,false
,,false
,,false
,,false
360000,30000,false
,,false
600000,50000,false
800000,100000,false
5000000,50000,false
,,false
,,false
3600000,20000,false
,,false
,,false
,,false
300000,25000,false
,,false
120000,20000,false
,,false
2880000,80000,false
360000,10000,false
,,false
240000,40000,false
300000,25000,false
75000,75000,false
,,false
,,false
120000,10000,false
30000,5000,false
168000,24000,false
40000,500,true
,,false
,,false
300000,25000,false
120000,10000,false
180000,2500,false
600000,50000,false
,,false
,,false
,,false
,,false
200000,50000,false
,,false
630000,70000,false
350000,50000,false
60000,5000,false
1000000,50000,false
540000,30000,false
,,false
,,false
,,false
,,false
3000000,200000,false
3975000,75000,false
,,false
120000,15000,false
90000,15000,false
,,false
,,false
450000,25000,false
80000,10000,false
,,false
,,false
1200000,100000,false
,,false
,,false
,,false
120000,10000,false
,,false
,,false
,,false
,,false
,,false
,,false
,,false
300000,25000,false
1500000,600000,false
,,false
600000,50000,false
,,false
12000,4000,false
75000,25000,false
,,false
40000,5000,false
,,false
,,false
,,false
300000,25000,false
1500000,25000,false
,,false
,,false
,,false
250000,100,false
,,false
,,false
180000,15000,false
,,false
,,false
,,false
,,false
180000,500,false
1920000,80000,false
1800000,50000,false
180000,15000,false
,,false
30000,3000,false
25000,2500,false
,,false
480000,160000,false
216000,18000,false
,,false
,,false
,,false
576000,32000,false
,,false
,,false
300000,50000,false
,,false
12000,1000,false
60000,6000,false
,,false
360000,10000,false
75000,25000,false
960000,80000,false
200000,200000,false
120000,10000,false
,,false
200000,25000,false
,,false
,,false
135000,15000,false
120000,10000,false
60000,5000,false
,,false
540000,30000,false
,,false
300000,50000,false
,,false
600012,33334,false
560000,320000,false
450000,25000,false
120000,5000,false
,,false
110000,10000,false
,,false
360000,20000,false
105000,15000,false
275600,27560,false
,,false
,,false
,,false
120000,10000,false
180000,5000,false
,,false
,,false
,,false
,,false
,,false
,,false
,,false
300000,37500,false
900000,50000,false
,,false
16800,22400,false
360000,30000,false
180000,30000,false
,,false
,,false
450000,25000,false
5000,5000,false
,,false
250000,25000,false
,,false
300000,25000,false
54000,18000,false
24000,2000,false
720000,60000,false
700000,10000,false
,,false
960000,320000,false
281711,93900,false
140000,10000,false
450000,25000,false
,,false
720000,20000,false
180000,15000,false
,,false
280000,70000,false
1800000,48000,false
1800000,48000,false
1800000,12000,false
1800000,48000,false
540000,30000,false
,,false
120000,10000,false
300000,50000,false
1200000,400000,false
4320000,120000,false
,,false
,,false
,,false
960000,80000,false
100200,33400,false
,,false
300000,50000,false
2160000,60000,false
,,false
450000,25000,false
180000,120000,false
,,false
,,false
75000,25000,false
,,false
,,false
,,false
,,false
600000,50000,false
60000,100,false
180000,15000,false
,,false
25500,8500,false
,,false
,,false
,,false
,,false
,,false
,,false
170000,42500,false
120000,100,false
,,false
900000,25000,false
270000,3000,false
600000,50000,false
1440000,120000,false
1920000,100,false
,,false
240000,10000,false
25000,5000,false
40000,5000,false
600000,50000,false
60000,5000,false
,,false
4320000,120000,false
60000,10000,false
,,false
,,false
,,false
,,false
120000,10000,false
1800000,100000,false
,,false
,,false
200000,25000,false
,,false
1200000,100000,false
,,false
150000,25000,false
12000,1000,false
,,false
45000,15000,false
69900,5825,false
,,false
32000,8000,false
,,false
,,false
100000,5000,false
,,false
,,false
,,false
,,false
1440000,80000,false
50000,10000,false
600000,50000,false
180000,30000,false
,,false
135000,15000,false
90000,15000,false
900000,75000,false
,,false
,,false
120000,10000,false
150000,25000,false
,,false
315000,35000,false
1200000,100000,false
,,false
,,false
,,false
,,false
1300000,100000,false
100000,5000,false
,,false
,,false
90000,166,false
3000000,5000,false
45000,15000,false
24000,2000,false
150000,25000,false
,,false
1800000,50000,false
30000,30000,false
600000,50000,false
,,false
18000,3000,false
,,false
,,false
,,false
,,false
360000,120000,false
,,false
154630,15463,false
10000,1000,false
135000,15000,false
300000,25000,false
600000,200000,false
600000,50000,false
,,false
,,false
450000,25000,false
150000,25000,false
540000,30000,false
,,false
1200000,100000,false
400000,50000,false
300000,100000,false
50000,10000,false
,,false
,,false
,,false
,,false
225000,100000,false
360000,30000,false
200000,25000,false
,,false
,,false
,,false
400000,50000,false
,,false
100000,25000,false
84000,7000,false
,,false
1800000,75000,false
600000,50000,false
240000,20000,false
600000,120000,false
120000,5000,false
450000,25000,false
120000,30000,false
,,false
1440000,120000,false
600000,50000,false
50000,10000,false
10000,10000,false
,,false
,,false
180000,30000,false
,,false
300000,30000,false
,,false
450000,25000,false
,,false
360000,20000,false
,,false
720000,60000,false
,,false
315000,45000,false
150000,10000,false
,,false
,,false
600000,75000,false
90000,5000,false
345000,15000,false
200000,25000,false
120000,80000,false
100000,11111,false
,,false
,,false
120000,10000,false
,,false
,,false
150000,100000,false
350000,35000,false
,,false
,,false
450000,25000,false
15000,20000,false
,,false
225000,25000,false
,,false
60000,5000,false
,,false
,,false
120000,10000,false
360000,120000,false
120000,10000,false
5000,5000,false
300000,25000,false
5000,5000,false
400000,200000,false
720000,20000,false
90000,15000,false
,,false
10000,100,false
5000,100,false
120000,10000,false
9000,500,false
60000,10000,false
,,false
160000,20000,false
,,false
,,false
600000,200000,false
600000,50000,false
120000,10000,false
1800000,75000,false
,,false
,,false
,,false
,,false
36000,1000,false
120000,10000,false
24000,2000,false
,,false
,,false
,,false
,,false
240000,40000,false
120000,10000,false
,,false
180000,30000,false
1800000,100000,false
120000,10000,false
,,false
,,false
560000,40000,false
,,false
160000,20000,false
,,false
420000,35000,false
,,false
,,false
60000,15000,false
,,false
,,false
,,false
90000,5000,false
204000,17000,false
70000,17500,false
360000,30000,false
360000,30000,false
50000,20000,false
,,false
10000,1666,false
600000,25000,false
300000,25000,false
24000,8000,false
,,false
,,false
,,false
,,false
,,false
80000,10000,false
18000000,1000000,false
,,false
,,false
450000,25000,false
60000,5000,false
,,false
60840,10140,false
,,false
,,false
,,false
,,false
,,false
360000,10000,false
,,false
,,false
300000,25000,false
,,false
,,false
16000,2000,false
,,false
,,false
240000,30000,false
,,false
,,false
30000,5000,false
,,false
,,false
3000000,250000,false
60000,5000,true
30000,5000,false
45000,15000,false
300000,25000,false
,,false
30000,5000,false
120000,10000,false
,,false
30000,2500,false
,,false
5760000,160000,false
,,false
,,false
200000,100000,false
,,false
,,false
800000,25000,false
180000,120000,false
450000,25000,false
150000,25000,false
,,false
,,false
999990,55555,false
,,false
,,false
150000,25000,false
250000,25000,false
360000,30000,false
,,false
50000,500,false
12000,4000,false
,,false
200000,25000,false
600000,50000,false
12000,1000,false
,,false
,,false
180000,15000,false
,,false
360000,30000,false
,,false
96000,8000,false
,,false
,,false
1100000,110000,false
540000,120000,false
,,false
900000,50000,false
,,false
240000,120000,false
60000,5000,false
600000,400000,false
180000,10000,false
72000,6000,false
480000,80000,false
12000,1000,false
480000,40000,false
72000,3000,false
180000,10000,false
,,false
1440000,500,false
,,false
120000,15000,false
,,false
450000,25000,false
1000000,10000,false
360000,20000,false
60000,5000,false
,,false
120000,10000,true
,,false
,,false
,,false
,,false
,,false
180000,30000,false
120000,10000,false
90000,5000,false
1000000,22222,false
,,false
720000,240000,false
,,false
400000,50000,false
,,false
300000,25000,false
250000,25000,false
,,false
,,false
120000,10000,false
,,false
60000,6666,false
,,false
180000,15000,false
,,false
90000,15000,false
600000,25000,false
,,false
99996,8333,false
800000,100000,false
,,false
,,false
,,false
,,false
360000,30000,false
,,false
100000,10000,false
150000,12500,false
,,false
200000,20000,false
,,false
,,false
,,false
60000,5000,false
,,false
,,false
180000,120000,false
600000,50000,false
180000,10000,false
100000,10000,false
,,false
,,false
480000,40000,false
,,false
120000,20000,true
,,false
300000,50000,false
,,false
,,false
,,false
,25000,false
600000,50000,false
260000,15000,false
,,false
200000,16666,false
600000,20000,true
900000,50000,false
120000,20000,false
16000,2000,false
3000000,25000,false
420000,35000,true
7387200,205200,false
,,false
,,false
90000,15000,false
,,false
,,false
360000,10000,false
,,false
300000,25000,false
,,false
1440000,80000,false
120000,12000,false
120000,10000,false
,,false
1050000,70000,false
39000,1500,false
,,false
100000,10000,false
42000,3500,false
180000,10000,false
,,false
900000,25000,false
,,false
,,false
,,false
,,false
,,false
,,false
,,false
,,false
300000,25000,false
,,false
,,false
,,false
,,false
,,false
300000,25000,false
,,false
,,false
120000,40000,false
,,false
,,false
100000,100,false
12000,1000,false
,,false
,,false
,,false
180000,15000,false
36000,3000,false
,,false
,,false
600000,25000,false
660000,55000,false
954000,53000,false
1440000,120000,false
,,false
300000,25000,false
,,false
,,false
,,false
,,false
,,false
100000,25000,false
60000,5000,false
,,false
300000,25000,false
6000,500,false
180000,30000,false
600000,400000,false
864000,18000,false
,,false
,,false
,,false
,,false
,,false
,,false
,,false
5000,833,false
160000,20000,false
630000,35000,false
,,false
,,false
150000,25000,false
,,false
120000,10000,false
,,false
,,false
120000,10000,false
450000,25000,false
300000,25000,false
250000,25000,false
,,false
,,false
360000,30000,false
400000,50000,false
300000,25000,false
,,false
,,false
,,false
,,false
,,false
600000,50000,false
45000,15000,false
,,false
,,false
960000,80000,false
6000,1000,false
,,false
,,false
225000,25000,false
25000,25000,false
,,false
120000,10000,false
1200000,400000,false
135000,15000,false
2880000,240000,false
,,false
1914000,58000,false
450000,25000,false
480000,80000,false
,,false
540000,60000,false
135000,15000,false
,,false
1800000,50000,false
1260000,35000,false
900000,75000,false
9000,4000,false
,,false
,,false
,,false
,,false
,,false
,,false
,,false
960000,80000,false
450000,25000,false
,,false
60000,5000,false
,,false
,,false
120000,10000,false
450000,25000,false
80000,40000,false
200000,25000,false
120000,20000,false
180000,15000,false
80000,10000,false
115104,14388,false
200000,25000,false
450000,25000,false
,,false
,,false
960000,80000,false
,,false
60000,10000,false
210000,35000,false
800000,100000,false
,,false
2200000,200000,false
,,false
5000,5000,false
,,false
,,false
,,false
60000,5000,false
,,false
300000,25000,false
1800000,50000,false
150000,25000,false
120000,10000,false
,,false
54000,3000,false
54000,1500,false
,,false
45000,4500,false
,,false
,,false
40000,5000,false
60000,5000,false
360000,10000,false
560000,40000,false
80000,10000,false
24000,2000,false
,,false
,,false
450000,25000,false
,,false
400000,50000,false
100000,25000,false
,,false
120000,10000,false
,,false
450000,200000,false
,346664,false
260000,260000,false
960000,80000,false
,,false
200000,25000,false
,,false
,,false
60000,5000,false
1350000,75000,false
150000,25000,false
150000,25000,false
,,false
,,false
